mnemonic,description
GCALLS_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCALLS_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
GCALLS_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLLS_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADLLS_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADLLS_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADLLS_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLIAF_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Net Incurrence of Foreign Liabilities, Adjustment, Noncash, Euros"
GCADLIAF_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Net Incurrence of Foreign Liabilities, Adjustment, Noncash, National Currency"
GCADLIAF_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Net Incurrence of Foreign Liabilities, Adjustment, Noncash, US Dollars"
GCALO_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GCALO_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCALO_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
GCALO_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLO_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADLO_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADLO_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCALSO_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GCALSO_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCALSO_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
GCALSO_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLSO_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADLSO_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADLSO_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADLSO_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCALAE_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GCALAE_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCALAE_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
GCALAE_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLAE_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADLAE_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADLAE_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADLAE_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCALSDR_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GCALSDR_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCALSDR_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADLSDR_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADLSDR_T_G01_AC_USD,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADLSDR_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADLSDR_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCALW_G01_CA_XDC,"Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
GCALW_G01_AC_EUR,"Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, Euros"
GCALW_G01_AC_XDC,"Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCALW_G01_AC_USD,"Central Government, Assets and Liabilities, Net Financial Worth, Noncash, US Dollars"
GCANW_G01_AC_EUR,"Central Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, Euros"
GCANW_G01_AC_XDC,"Central Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCANW_G01_AC_USD,"Central Government, Assets and Liabilities, Net Worth, Noncash, US Dollars"
GCAAN_G01_AC_EUR,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GCAAN_G01_AC_USD,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCAAN_G01_AC_XDC,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADAN_T_G01_AC_EUR,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
GCADAN_T_G01_AC_USD,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GCADAN_T_G01_CA_EUR,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GCADAN_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADAN_T_G01_CA_USD,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GCADAN_T_G01_AC_XDC,"Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GCADANP_T_G01_CA_EUR,"Central Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GCADANP_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADANP_T_G01_CA_USD,"Central Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GCADANS_T_G01_CA_EUR,"Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GCADANS_T_G01_CA_XDC,"Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GCADANS_T_G01_CA_USD,"Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GCXCCO_G01_CA_EUR,"Central Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, Euros"
GCXCCO_G01_CA_XDC,"Central Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, National Currency"
GCXCCO_G01_CA_USD,"Central Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, US Dollars"
GCXCCF_G01_CA_EUR,"Central Government, Cash Infow from Financing Activities, 2001 Manual, Cash, Euros"
GCXCCF_G01_CA_XDC,"Central Government, Cash Infow from Financing Activities, 2001 Manual, Cash, National Currency"
GCXCCF_G01_CA_USD,"Central Government, Cash Infow from Financing Activities, 2001 Manual, Cash, US Dollars"
GCXCCB_G01_CA_EUR,"Central Government, Cash surplus/deficit, 2001 Manual, Cash, Euros"
GCXCCB_G01_CA_XDC,"Central Government, Cash surplus/deficit, 2001 Manual, Cash, National Currency"
GCXCCBA_G01_CA_EUR,"Central Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, Euros"
GCXCCBA_G01_CA_XDC,"Central Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, National Currency"
GCXCCBA_G01_CA_USD,"Central Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, US Dollars"
GCXCCB_G01_CA_USD,"Central Government, Cash surplus/deficit, Cash, US Dollars"
GCE_G01_CA_XDC,"Central Government, Expense, Cash, National Currency"
GCE_G01_CA_USD,"Central Government, Expense, Cash, US Dollars"
GCECE_G01_CA_EUR,"Central Government, Expense, Compensation of Employees, 2001 Manual, Cash, Euros"
GCECE_G01_CA_XDC,"Central Government, Expense, Compensation of Employees, 2001 Manual, Cash, National Currency"
GCECE_G01_CA_USD,"Central Government, Expense, Compensation of Employees, 2001 Manual, Cash, US Dollars"
GCECE_G01_AC_EUR,"Central Government, Expense, Compensation of Employees, 2001 Manual, Noncash, Euros"
GCECE_G01_AC_XDC,"Central Government, Expense, Compensation of Employees, 2001 Manual, Noncash, National Currency"
GCECE_G01_AC_USD,"Central Government, Expense, Compensation of Employees, Noncash, US Dollars"
GCEKC_G01_AC_EUR,"Central Government, Expense, Consumption of Fixed Capital, 2001 Manual, Noncash, Euros"
